scientificName,decimalLatitude,decimalLongitude,countryCode,locality,stateProvince
Lantana camara L.,27.55506,83.84183,NP,"Daunne, Dumkibas, Nawalparasi district, central Nepal",central Nepal
Lantana camara L.,27.454264,85.041332,NP,Makwanpur,
Lantana camara L.,27.618131,85.388673,NP,,Central
Lantana camara L.,27.9036,84.53573,NP,"Anbu Khaireni, Tanahun district, central Nepal",central Nepal
Lantana camara L.,28.820666,80.521382,NP,Kailali,
Lantana camara L.,28.818751,80.510813,NP,Kanchanpur,
Lantana camara L.,28.822028,80.51308,NP,Kanchanpur,
Lantana camara L.,28.541281,81.12789,NP,,Far-Western
Lantana camara L.,27.023382,84.98526,NP,Bara,
Lantana camara L.,27.718502,85.319235,NP,,Central
Lantana camara L.,27.96417,82.21416,NP,"Amiliya, Dang district, Rapti zone, western Nepal",western Nepal
Lantana camara L.,27.189897,85.341029,NP,Rautahat,
Lantana camara L.,27.98694,82.49972,NP,"Ghorahi, Dang district, Rapti zone, western Nepal",western Nepal
Lantana camara L.,28.664136,81.13054,NP,Kailali,
Lantana camara L.,27.562894,84.58351,NP,Chitwan,
Lantana camara L.,26.903476,85.086998,NP,Bara,
Lantana camara L.,28.68917,82.19194,NP,"Below Jajarkot, Jajarkot district, Bheri zone, western Nepal",western Nepal
Lantana camara L.,27.65,85.27,NP,"Champadevi, Kirtipur, Kathmandu district, central Nepal",central Nepal
Lantana camara L.,27.75075,85.19,NP,"CEDA, TRibhuvan University, Kirtipur, Kathmandu district, central Nepal",central Nepal
Lantana camara L.,27.7,85.33,NP,"Pashupati area, Kathmandu district, central Nepal",central Nepal
Lantana camara L.,27.75075,85.19,NP,"CEDA, TRibhuvan University, Kirtipur, Kathmandu district, central Nepal",central Nepal
Lantana camara L.,27.80571,84.89891,NP,Dhading,
Lantana camara L.,26.895544,85.178136,NP,Rautahat,
Lantana camara L.,28.966031,80.185772,NP,"Mahendranagar, Kanchanpur district, western Nepal",western Nepal
Lantana camara L.,27.526983,85.046126,NP,Makwanpur,
Lantana camara L.,27.83874,84.15989,NP,Nawalparasi,
Lantana camara L.,27.406587,84.988909,NP,Makwanpur,
Lantana camara L.,27.765438,85.365296,NP,,Central
Lantana camara L.,27.190408,85.332487,NP,Rautahat,
Lantana camara L.,27.42169,85.01668,NP,"Triveni, Hetauda, Makwanpur district, central Nepal",central Nepal
Lantana camara L.,27.41944,85.08333,NP,"Brindaban, Makwanpur district, Narayani zone, central Nepal",central Nepal
Lantana camara L.,27.730752,85.321125,NP,,Central
Lantana camara L.,27.4062,85.01785,NP,"Lamsure Dada, Hetauda, Makwanpur district, central Nepal",central Nepal
Lantana camara L.,27.42169,85.01668,NP,"Triveni, Hetauda, Makwanpur district, central Nepal",central Nepal
Lantana camara L.,28.22,83.95,NP,,West
Lantana camara L.,27.176122,85.339797,NP,Rautahat,
Lantana camara L.,26.648588,87.9872,NP,,East
Lantana camara L.,27.79181,85.00944,NP,Dhading,
Lantana camara L.,27.300135,85.085716,NP,Bara,
Lantana camara L.,28.438414,81.843928,NP,Surkhet,
Lantana camara L.,28.06578,81.7021,NP,Banke,
Lantana camara L.,28.420031,81.886719,NP,Surkhet,
Lantana camara L.,28.10559,81.59801,NP,Banke,
Lantana camara L.,28.769591,80.508444,NP,Kanchanpur,
Lantana camara L.,28.671243,82.193625,NP,Jajarkot,
Lantana camara L.,28.640948,82.188184,NP,Jajarkot,
Lantana camara L.,28.05119,81.60615,NP,Banke,
Lantana camara L.,28.447023,81.968286,NP,Salyan,
Lantana camara L.,28.698915,82.199401,NP,Jajarkot,
Lantana camara L.,28.04235,81.76007,NP,Banke,
Lantana camara L.,28.644643,82.059618,NP,Jajarkot,
Lantana camara L.,28.93628,80.427156,NP,Kanchanpur,
Lantana camara L.,28.4016,81.14655,NP,Bardiya,
Lantana camara L.,28.584052,81.99742,NP,Surkhet,
Lantana camara L.,28.658617,80.389115,NP,Kanchanpur,
Lantana camara L.,27.85193,82.44388,NP,Dang,
Lantana camara L.,28.499988,82.026339,NP,Salyan,
Lantana camara L.,28.621923,82.157876,NP,Jajarkot,
Lantana camara L.,28.461936,82.001,NP,Salyan,
Lantana camara L.,28.310232,81.427898,NP,"Kherabang, Sallyan district, western Nepal.",western Nepal
Lantana camara L.,27.167722,85.349882,NP,Rautahat,
Lantana camara L.,28.781873,80.519012,NP,Kanchanpur,
Lantana camara L.,28.22445,81.72811,NP,Banke,
Lantana camara L.,28.860374,80.483556,NP,Kanchanpur,
Lantana camara L.,28.989881,80.223441,NP,Kanchanpur,
Lantana camara L.,28.21519,81.72396,NP,Banke,
Lantana camara L.,28.412067,81.471001,NP,Bardiya-Nationalpark (incl. Pufferzone),
Lantana camara L.,27.78005,85.01663,NP,Dhading,
Lantana camara L.,28.192173,81.372274,NP,Bardiya,
Lantana camara L.,28.435175,81.926618,NP,Surkhet,
Lantana camara L.,27.657644,85.41668,NP,,Central
Lantana camara L.,27.33333,87.16667,NP,"Tumlingtar (470m) - Dhungedhara (Kumalgaon)(890m) - Khandbari (1150m), Sankhuwasabha district, Koshi Zone, eastern Nepal.",eastern Nepal
Lantana camara L.,28.474251,81.758133,NP,Surkhet,
Lantana camara L.,27.392669,87.21206,NP,"Arun valley, Khandbari, N.E. of Dingla, eastern Nepal.",eastern Nepal
Lantana camara L.,27.31667,87.2,NP,"Tumlingtar (440m) - Katle bhanjyang (410m) - Sabha khola (310m) - Khahare (410m) - Pikuwa khola (320m) - Surtibari (320m) - Baireni bagar (320m), Sankhuwasabha district, eastern Nepal.",eastern Nepal
Lantana camara L.,27.33333,87.16667,NP,"Khandbari (1150m) - Manebanjang (1160m) - Danda Pangma (1190m) - Sekaha (1460m) - Chipe Gaun (1560m) - Bhotebas (1800m), Sankhuwasabha district, Koshi zone, eastern Nepal.",eastern Nepal
Lantana camara L.,27.34792,85.98581,NP,"Khurkot, Ramechhap district, central Nepal.",central Nepal
Lantana camara L.,27.33333,87.16667,NP,"Manebhanjyang (1130m) - Danda pagma (1160m) - Sekaha (1460m) - Chipe Gaun (1570m) - Bhotebas (1830m) - Gogane (1910m) - Chichila (1910m), Sankhuwasabha district, Koshi zone.",eastern Nepal
Lantana camara L.,27.114129,85.369145,NP,Rautahat,
Lantana camara L.,28.245196,81.324985,NP,Bardiya,
Lantana camara L.,28.40047,81.60951,NP,"Guthi, Bardia National Park, Bardia district, western Nepal",western Nepal
Lantana camara L.,28.550248,82.003655,NP,Surkhet,
Lantana camara L.,27.656421,85.612648,NP,"Dhotra, Panchkhal VDC-9, Kabhrepalanchok district, central Nepal.",central Nepal
Lantana camara L.,28.417807,82.068113,NP,Salyan,
Lantana camara L.,27.79818,84.92877,NP,Dhading,
Lantana camara L.,28.38566,81.1897,NP,Bardiya,
Lantana camara L.,28.839149,80.475264,NP,Kanchanpur,
Lantana camara L.,27.560571,84.559071,NP,Chitwan,
Lantana camara L.,27.57151,84.544254,NP,Chitwan,
Lantana camara L.,28.419558,82.263124,NP,Salyan,
Lantana camara L.,27.77342,85.02876,NP,Dhading,
Lantana camara L.,28.435583,82.191875,NP,Salyan,
Lantana camara L.,28.14224,81.90592,NP,Banke,
Lantana camara L.,27.64849,84.13502,NP,Nawalparasi,
Lantana camara L.,27.44528,83.91501,NP,Nawalparasi,
Lantana camara L.,27.570383,84.603806,NP,Chitwan,
Lantana camara L.,27.564518,84.576753,NP,Chitwan,
Lantana camara L.,27.56805,84.575676,NP,Chitwan,
Lantana camara L.,27.563797,84.587554,NP,Chitwan,
Lantana camara L.,27.79896,84.91873,NP,Dhading,
Lantana camara L.,28.786609,80.510023,NP,Kanchanpur,
Lantana camara L.,28.857631,80.478239,NP,Kanchanpur,
Lantana camara L.,28.526311,82.012361,NP,Surkhet,
Lantana camara L.,28.425652,82.219105,NP,Salyan,
Lantana camara L.,28.918977,80.419987,NP,Kanchanpur,
Lantana camara L.,27.616572,85.642255,NP,"Karketar Community Forest, Baluwa VDC, Kabhrepalanchok district, central Nepal.",central Nepal
Lantana camara L.,27.689608,85.468468,NP,,Central
Lantana camara L.,27.547507,85.59465,NP,"Dapcha, Kabhrepalanchok district, central Nepal.",central Nepal
Lantana camara L.,28.0729,81.85083,NP,Banke,
Lantana camara L.,28.448109,81.792847,NP,Surkhet,
Lantana camara L.,28.462836,81.725728,NP,Surkhet,
Lantana camara L.,28.215137,81.336651,NP,Bardiya,
Lantana camara L.,28.922422,80.416462,NP,Kanchanpur,
Lantana camara L.,28.431962,82.209908,NP,Salyan,
Lantana camara L.,28.07479,81.84604,NP,Banke,
Lantana camara L.,27.454,83.91249,NP,Nawalparasi,
Lantana camara L.,28.417967,82.059183,NP,Salyan,
Lantana camara L.,28.421234,82.064244,NP,Salyan,
Lantana camara L.,27.75538,82.56956,NP,Dang,
Lantana camara L.,28.444393,82.03213,NP,Salyan,
Lantana camara L.,28.435304,82.038277,NP,Salyan,
Lantana camara L.,28.426833,82.224511,NP,Salyan,
Lantana camara L.,28.410555,82.180311,NP,Salyan,
Lantana camara L.,27.58118,83.70858,NP,Nawalparasi,
Lantana camara L.,27.23479,85.01896,NP,Bara,
Lantana camara L.,27.192108,85.33653,NP,Rautahat,
Lantana camara L.,27.25572,85.01273,NP,Bara,
Lantana camara L.,27.59275,85.589088,NP,Kavrepalanchok,
Lantana camara L.,29.339932,80.605755,NP,Dadeldhura,
Lantana camara L.,29.539766,80.454804,NP,Baitadi,
Lantana camara L.,27.76247,85.045341,NP,Dhading,
Lantana camara L.,27.819204,84.499983,NP,Chitwan,
Lantana camara L.,28.02264,81.69059,NP,Banke,
Lantana camara L.,27.430938,85.031997,NP,,Central
Lantana camara L.,28.966315,80.183973,NP,Kanchanpur,
Lantana camara L.,28.199117,81.689262,NP,Banke,
Lantana camara L.,28.30464,82.02238,NP,Salyan,
Lantana camara L.,28.693173,80.553303,NP,Kailali,
Lantana camara L.,27.016416,85.061732,NP,Bara,
Lantana camara L.,27.008365,85.057844,NP,Bara,
Lantana camara L.,27.857721,84.564857,NP,Chitwan,
Lantana camara L.,28.95762,80.224521,NP,Kanchanpur,
Lantana camara L.,26.900534,85.082535,NP,Bara,
Lantana camara L.,27.603865,85.561509,NP,Kavrepalanchok,
Lantana camara L.,27.93646,84.407303,NP,,West
Lantana camara L.,27.746331,85.410549,NP,Kathmandu,
Lantana camara L.,27.686884,85.215158,NP,,Central
Lantana camara L.,28.16555,84.00037,NP,Kaski,
Lantana camara L.,26.69867,87.299251,NP,,East
Lantana camara L.,28.05954,81.88298,NP,Banke,
Lantana camara L.,27.61428,84.398553,NP,Chitwan,
Lantana camara L.,27.727039,85.460128,NP,Kathmandu,
Lantana camara L.,27.658677,85.251174,NP,Kathmandu,
Lantana camara L.,28.06539,81.87268,NP,Banke,
Lantana camara L.,27.495922,85.72147,NP,Kavrepalanchok,
Lantana camara L.,27.015322,85.076769,NP,Bara,
Lantana camara L.,27.589914,85.623847,NP,Kavrepalanchok,
Lantana camara L.,28.05062,81.65616,NP,Banke,
Lantana camara L.,27.74205,85.117263,NP,Dhading,
Lantana camara L.,26.629306,87.982476,NP,,East
Lantana camara L.,27.045777,85.105333,NP,Bara,
Lantana camara L.,27.664457,85.31468,NP,Lalitpur,
Lantana camara L.,27.010725,84.932502,NP,Bara,
Lantana camara L.,28.31093,82.01438,NP,Salyan,
Lantana camara L.,28.940291,80.404466,NP,Kanchanpur,
Lantana camara L.,28.35817,81.71405,NP,Surkhet,
Lantana camara L.,28.32707,81.79034,NP,Salyan,
Lantana camara L.,27.180721,85.175069,NP,Bara,
Lantana camara L.,27.690058,85.223885,NP,Kathmandu,
Lantana camara L.,29.278133,81.040051,NP,Doti,
Lantana camara L.,27.77325,85.03372,NP,Dhading,
Lantana camara L.,28.34303,81.75005,NP,Surkhet,
Lantana camara L.,27.090374,85.141926,NP,Bara,
Lantana camara L.,28.35064,81.74657,NP,Surkhet,
Lantana camara L.,27.606478,85.362249,NP,,Central
Lantana camara L.,27.89747,84.882874,NP,,Central
Lantana camara L.,27.689869,84.288005,NP,Nawalpur,
Lantana camara L.,27.515738,85.049164,NP,Makwanpur,
Lantana camara L.,27.40136,85.085081,NP,Makwanpur,
Lantana camara L.,29.003404,80.221046,NP,Kanchanpur,
Lantana camara L.,28.07643,84.07184,NP,Tanahun,
Lantana camara L.,27.195015,85.339593,NP,Rautahat,
Lantana camara L.,26.560152,87.277999,NP,,East
Lantana camara L.,27.570228,84.375553,NP,Chitwan,
Lantana camara L.,27.547777,84.467499,NP,,Central
Lantana camara L.,27.716719,85.175182,NP,Dhading,
Lantana camara L.,28.34274,81.75871,NP,Salyan,
Lantana camara L.,28.083341,81.83424,NP,Banke,
Lantana camara L.,27.053253,85.110728,NP,Bara,
Lantana camara L.,27.722162,85.366295,NP,,Central
Lantana camara L.,28.29494,82.03097,NP,Salyan,
Lantana camara L.,27.55596,84.736523,NP,Makwanpur,
Lantana camara L.,28.21402,81.75131,NP,Banke,
Lantana camara L.,27.548868,84.747536,NP,Makwanpur,
Lantana camara L.,28.35199,81.73194,NP,Surkhet,
Lantana camara L.,29.036596,80.129345,NP,Kanchanpur,
Lantana camara L.,28.32538,81.79401,NP,Salyan,
Lantana camara L.,27.062021,85.112034,NP,Bara,
Lantana camara L.,27.788051,84.432876,NP,Chitwan,
Lantana camara L.,28.21047,81.71616,NP,Banke,
Lantana camara L.,27.684502,83.479778,NP,Rupandehi,
Lantana camara L.,27.659168,85.452288,NP,Bhaktapur,
Lantana camara L.,28.05256,81.61558,NP,Banke,
Lantana camara L.,27.658677,85.707899,NP,Sindhupalchowk,
Lantana camara L.,27.447693,85.782489,NP,Kavrepalanchok,
Lantana camara L.,28.269802,83.914087,NP,,West
Lantana camara L.,27.551803,84.32505,NP,,Central
Lantana camara L.,27.616158,85.5517,NP,Kavrepalanchok,
Lantana camara L.,27.6657,84.23022,NP,Nawalparasi,
Lantana camara L.,27.618035,85.558051,NP,Kavrepalanchok,
Lantana camara L.,26.930348,85.098976,NP,Bara,
Lantana camara L.,27.686713,85.372791,NP,Bhaktapur,
Lantana camara L.,27.420991,85.850783,NP,Sindhuli,
Lantana camara L.,27.67424,84.23799,NP,Nawalparasi,
Lantana camara L.,27.412849,87.088663,NP,,East
Lantana camara L.,28.01423,81.70724,NP,Banke,
Lantana camara L.,27.582675,84.316764,NP,Chitwan,
Lantana camara L.,27.75795,85.727815,NP,Sindhupalchowk,
Lantana camara L.,28.27858,82.0603,NP,Salyan,
Lantana camara L.,27.566353,84.604598,NP,Chitwan,
Lantana camara L.,27.419118,84.573644,NP,,Central
Lantana camara L.,27.44903,84.36585,NP,,Central
Lantana camara L.,27.572736,84.524754,NP,Chitwan,
Lantana camara L.,28.23234,83.92199,NP,Kaski,
Lantana camara L.,28.61,81.27,NP,,Mid-Western
Lantana camara L.,28.20439,81.73789,NP,Banke,
Lantana camara L.,28.29409,82.03864,NP,Salyan,
Lantana camara L.,28.219197,83.957803,NP,,West
Lantana camara L.,27.536121,84.484246,NP,Chitwan,
Lantana camara L.,27.519285,84.313532,NP,,Central
Lantana camara L.,27.649347,85.680626,NP,Kavrepalanchok,
Lantana camara L.,27.364264,85.170944,NP,Makwanpur,
Lantana camara L.,27.688786,85.741935,NP,Sindhupalchowk,
Lantana camara L.,28.31377,81.99269,NP,Salyan,
Lantana camara L.,28.05635,81.64785,NP,Banke,
Lantana camara L.,28.352958,81.344481,NP,Bardiya,
Lantana camara L.,26.905905,85.090937,NP,Bara,
Lantana camara L.,28.06468,81.69569,NP,Banke,
Lantana camara L.,27.789263,85.369145,NP,Kathmandu,
Lantana camara L.,27.016993,84.925637,NP,Bara,
Lantana camara L.,28.209952,83.958385,NP,,West
Lantana camara L.,28.00533,83.90031,NP,Syangja,
Lantana camara L.,28.08061,84.07489,NP,Tanahun,
Lantana camara L.,26.631031,86.784161,NP,,East
Lantana camara L.,28.17303,83.99488,NP,Kaski,
Lantana camara L.,27.685059,85.295676,NP,Kathmandu,
Lantana camara L.,28.05647,82.19638,NP,Dang,
Lantana camara L.,27.696324,85.355263,NP,Kathmandu,
Lantana camara L.,28.05307,82.16843,NP,Dang,
Lantana camara L.,27.07981,84.885089,NP,Parsa,
Lantana camara L.,27.367334,85.171555,NP,Makwanpur,
Lantana camara L.,27.554671,83.797475,NP,Nawalparasi,
Lantana camara L.,27.737111,85.243025,NP,,Central
Lantana camara L.,27.002383,84.955864,NP,Bara,
Lantana camara L.,26.72662,85.740075,NP,,Central
Lantana camara L.,27.205554,85.341896,NP,Makwanpur,
Lantana camara L.,27.70719,84.24432,NP,Nawalparasi,
Lantana camara L.,27.56327,85.640549,NP,Kavrepalanchok,
Lantana camara L.,27.869157,84.549938,NP,Tanahun,
Lantana camara L.,28.39651,81.167,NP,Bardiya,
Lantana camara L.,28.20914,81.71198,NP,Banke,
Lantana camara L.,27.82281,84.666719,NP,Dhading,
Lantana camara L.,27.870666,84.611231,NP,Chitwan,
Lantana camara L.,27.70365,84.24596,NP,Nawalparasi,
Lantana camara L.,27.520536,85.695857,NP,Kavrepalanchok,
Lantana camara L.,27.007747,84.94264,NP,Bara,
Lantana camara L.,27.736403,85.281949,NP,Kathmandu,
Lantana camara L.,27.714364,85.288868,NP,,Central
Lantana camara L.,28.35372,81.31742,NP,Bardiya,
Lantana camara L.,27.711173,85.282911,NP,Kathmandu,
Lantana camara L.,27.725867,85.383844,NP,Kathmandu,
Lantana camara L.,27.009208,84.937545,NP,Bara,
Lantana camara L.,27.69566,84.24377,NP,Nawalparasi,
Lantana camara L.,27.677003,85.301988,NP,,Central
Lantana camara L.,26.90011,85.177945,NP,Rautahat,
Lantana camara L.,29.272543,80.863346,NP,Doti,
Lantana camara L.,28.280211,84.355075,NP,,West
Lantana camara L.,27.658748,85.324718,NP,,Central
Lantana camara L.,28.475711,81.280378,NP,Bardiya,
Lantana camara L.,28.539736,81.124606,NP,,Far-Western
Lantana camara L.,27.959332,82.496077,NP,Dang,
Lantana camara L.,28.143415,83.43238,NP,,West
Lantana camara L.,28.034895,82.378619,NP,,Lumbini
Lantana camara L.,28.041447,84.096831,NP,,West
Lantana camara L.,27.933782,82.493813,NP,Dang,
Lantana camara L.,28.212735,83.988256,NP,Kaski,
Lantana camara L.,27.651103,84.352369,NP,,Central
Lantana camara L.,28.06367,84.07048,NP,Tanahun,
Lantana camara L.,26.92808,85.102857,NP,Bara,
Lantana camara L.,28.350842,83.567248,NP,Myagdi,
Lantana camara L.,27.972399,83.124871,NP,Arghakhanchi,
Lantana camara L.,28.00521,82.497336,NP,Dang,
Lantana camara L.,27.471454,84.859916,NP,Makwanpur,
Lantana camara L.,27.97659,84.37141,NP,Tanahun,
Lantana camara L.,27.791297,85.371163,NP,,Central
Lantana camara L.,27.473044,84.865896,NP,Makwanpur,
Lantana camara L.,28.542901,81.123623,NP,,Far-Western
Lantana camara L.,27.97497,84.35939,NP,Tanahun,
Lantana camara L.,27.313159,87.199608,NP,,East
Lantana camara L.,29.26419,80.953988,NP,Doti,
Lantana camara L.,26.937196,85.086959,NP,Bara,
Lantana camara L.,27.94863,84.85969,NP,Dhading,
Lantana camara L.,29.273641,81.017582,NP,Doti,
Lantana camara L.,27.95391,83.34873,NP,Gulmi,
Lantana camara L.,27.730328,85.517937,NP,,Central
Lantana camara L.,28.119367,82.291587,NP,Dang,
Lantana camara L.,28.219934,82.329533,NP,Dang,
Lantana camara L.,28.001521,82.143706,NP,Banke,
Lantana camara L.,28.032715,82.24966,NP,Dang,
Lantana camara L.,28.19233,83.920915,NP,Kaski,
Lantana camara L.,29.271516,81.03853,NP,Doti,
Lantana camara L.,28.284182,83.753411,NP,Parbat,
Lantana camara L.,27.78344,85.01312,NP,Dhading,
Lantana camara L.,27.857594,82.600176,NP,Dang,
Lantana camara L.,27.936448,83.434248,NP,Gulmi,
Lantana camara L.,26.610662,87.020418,NP,,East
Lantana camara L.,27.568529,84.484714,NP,,Central
Lantana camara L.,27.658753,85.324718,NP,,Central
Lantana camara L.,27.713505,85.180337,NP,,Central
Lantana camara L.,27.933178,83.16489,NP,Arghakhanchi,
Lantana camara L.,28.772754,80.517022,NP,Kanchanpur,
Lantana camara L.,28.918897,80.528436,NP,Kailali,
Lantana camara L.,27.69206,85.308408,NP,,Central
Lantana camara L.,28.796033,80.517034,NP,Kanchanpur,
Lantana camara L.,28.8114,80.507948,NP,Kanchanpur,
Lantana camara L.,27.79808,85.00221,NP,Dhading,
Lantana camara L.,28.805831,80.506163,NP,Kanchanpur,
Lantana camara L.,28.907326,80.522141,NP,Kailali,
Lantana camara L.,26.8,87.283333,NP,Dharan,Koshi Province
Lantana camara L.,27.956133,83.141674,NP,Arghakhanchi,
Lantana camara L.,29.006089,80.134671,NP,Kanchanpur,
Lantana camara L.,28.24718,83.977179,NP,Kaski,
Lantana camara L.,28.456367,81.246196,NP,Bardiya,
Lantana camara L.,28.209583,83.985567,NP,,West
Lantana camara L.,27.552532,84.4328,NP,,Central
Lantana camara L.,28.243028,83.642515,NP,Parbat,
Lantana camara L.,28.31375,81.32616,NP,Bardiya,
Lantana camara L.,28.260322,83.720616,NP,Parbat,
Lantana camara L.,27.691055,83.403007,NP,,West
Lantana camara L.,28.852956,80.489995,NP,Kanchanpur,
Lantana camara L.,28.923596,80.526301,NP,Kailali,
Lantana camara L.,27.674725,85.280427,NP,,Central
Lantana camara L.,28.221826,84.048902,NP,Kaski,
Lantana camara L.,28.221945,83.994798,NP,Kaski,
Lantana camara L.,28.187077,84.033994,NP,Kaski,
Lantana camara L.,27.78016,85.02184,NP,Dhading,
Lantana camara L.,28.21432,83.955855,NP,,West
Lantana camara L.,29.267475,80.96632,NP,Doti,
Lantana camara L.,27.9877,84.33223,NP,Tanahun,
Lantana camara L.,29.271653,80.992001,NP,Doti,
Lantana camara L.,28.280211,84.355075,NP,,West
Lantana camara L.,28.652319,81.070528,NP,Kailali,
Lantana camara L.,27.41247,85.01804,NP,Makwanpur,
Lantana camara L.,28.507172,81.247542,NP,,Mid-Western
Lantana camara L.,29.007497,80.146949,NP,Kanchanpur,
Lantana camara L.,28.613346,81.23035,NP,Kailali,
Lantana camara L.,28.457488,81.720017,NP,Surkhet,
Lantana camara L.,27.575775,84.500517,NP,,Central
Lantana camara L.,27.346744,84.992152,NP,Makwanpur,
Lantana camara L.,29.020135,80.623747,NP,Kailali,
Lantana camara L.,29.553131,80.431516,NP,Baitadi,
Lantana camara L.,27.15056,85.359202,NP,Rautahat,
Lantana camara L.,28.39444,81.17329,NP,Bardiya,
Lantana camara L.,28.437225,81.733287,NP,Surkhet,
Lantana camara L.,26.928697,87.316252,NP,,East
Lantana camara L.,29.562351,80.397665,NP,Baitadi,
Lantana camara L.,27.413811,85.006777,NP,Makwanpur,
Lantana camara L.,28.0022,83.90403,NP,Syangja,
Lantana camara L.,26.774022,87.674304,NP,,East
Lantana camara L.,27.401091,85.094456,NP,Makwanpur,
Lantana camara L.,29.252079,80.945172,NP,Doti,
Lantana camara L.,29.246057,80.904173,NP,Doti,
Lantana camara L.,28.833364,80.494086,NP,Kanchanpur,
Lantana camara L.,28.22685,84.05559,NP,Kaski,
Lantana camara L.,27.283332,87.95,NP,,East
Lantana camara L.,26.877496,85.187575,NP,Rautahat,
Lantana camara L.,27.145956,85.358958,NP,Rautahat,
Lantana camara L.,27.198716,85.338822,NP,Rautahat,
Lantana camara L.,29.029722,80.139081,NP,Kanchanpur,
Lantana camara L.,27.395774,85.112699,NP,Makwanpur,
Lantana camara L.,28.917103,80.323838,NP,Kanchanpur,
Lantana camara L.,27.469588,84.869,NP,Makwanpur,
Lantana camara L.,27.95284,83.35821,NP,Gulmi,
Lantana camara L.,28.642194,81.279482,NP,Kailali,
Lantana camara L.,29.040376,80.132955,NP,Kanchanpur,
Lantana camara L.,27.172266,85.340579,NP,Rautahat,
Lantana camara L.,28.253176,83.967491,NP,,West
Lantana camara L.,28.17634,82.313171,NP,Dang,
Lantana camara L.,29.001249,80.132488,NP,Kanchanpur,
Lantana camara L.,27.89144,82.432611,NP,Dang,
Lantana camara L.,29.031385,80.143359,NP,Kanchanpur,
Lantana camara L.,27.566373,84.315524,NP,Chitwan,
Lantana camara L.,27.560353,84.735319,NP,Makwanpur,
Lantana camara L.,28.034687,82.468915,NP,Dang,
Lantana camara L.,27.47731,84.89936,NP,Makwanpur,
Lantana camara L.,27.476181,84.896514,NP,Makwanpur,
Lantana camara L.,26.896528,85.081205,NP,Bara,
Lantana camara L.,29.310774,80.661056,NP,Dadeldhura,
Lantana camara L.,27.743428,85.362162,NP,,Central
Lantana camara L.,27.904899,82.346913,NP,Dang,
Lantana camara L.,27.9511,83.3446,NP,Gulmi,
Lantana camara L.,29.261131,80.971831,NP,Doti,
Lantana camara L.,29.004379,80.142686,NP,Kanchanpur,
Lantana camara L.,27.520695,85.047483,NP,Makwanpur,
Lantana camara L.,28.660806,81.042458,NP,Kailali,
Lantana camara L.,29.027045,80.136328,NP,Kanchanpur,
Lantana camara L.,26.648405,87.987198,NP,,East
Lantana camara L.,28.627389,81.28022,NP,Bardiya,
Lantana camara L.,28.05923,83.67481,NP,Parbat,
Lantana camara L.,28.517017,81.662996,NP,Surkhet,
Lantana camara L.,28.082175,81.643322,NP,Banke,
Lantana camara L.,27.715102,85.288441,NP,,Bagmati
Lantana camara L.,27.971466,82.211784,NP,Dang,
Lantana camara L.,27.98667,83.90908,NP,Syangja,
Lantana camara L.,28.163178,81.672718,NP,Banke,
Lantana camara L.,28.05429,83.55936,NP,Gulmi,
Lantana camara L.,27.702868,85.313343,NP,,Central
Lantana camara L.,27.366629,85.153997,NP,Makwanpur,
Lantana camara L.,27.373152,85.140262,NP,Makwanpur,
Lantana camara L.,28.210053,82.318258,NP,Dang,
Lantana camara L.,27.715102,85.288441,NP,,Bagmati
Lantana camara L.,28.355769,81.71216,NP,Bardiya,
Lantana camara L.,27.653298,85.624172,NP,Kavrepalanchok,
Lantana camara L.,27.002864,84.950654,NP,Bara,
Lantana camara L.,27.722417,85.396567,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,28.15451,84.02275,NP,Kaski,
Lantana camara L.,27.012436,84.927389,NP,Bara,
Lantana camara L.,27.67865,85.29276,NP,"TU9, Kathmandu",Bagmati
Lantana camara L.,27.723717,85.384833,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.052024,85.483954,NP,,Central
Lantana camara L.,27.372871,85.010335,NP,Makwanpur,
Lantana camara L.,27.7218,85.392767,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.721983,85.3937,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.040341,85.102072,NP,Bara,
Lantana camara L.,28.15231,84.02744,NP,Kaski,
Lantana camara L.,28.209583,83.985567,NP,,West
Lantana camara L.,27.974872,84.576718,NP,Gorkha,
Lantana camara L.,27.722,85.39545,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.721433,85.394433,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.7259,85.3947,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.92919,83.52699,NP,Palpa,
Lantana camara L.,27.724267,85.387433,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.68095,85.28686,NP,"TU1, Kathmandu",Bagmati
Lantana camara L.,27.728433,85.398083,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.7233,85.385817,NP,"Gokarna, Kathmandu",Bagmati
Lantana camara L.,27.078709,85.135284,NP,Bara,
Lantana camara L.,27.71555,85.291467,NP,"Swyambhu, Kathmandu",Bagmati
Lantana camara L.,27.994345,85.198097,NP,Rasuwa,
Lantana camara L.,27.726925,85.278164,NP,,Central
Lantana camara L.,27.988359,84.328,NP,Tanahun,
